club_country_code,target_league,team,team_code,group,player,position,club,current_source_status,recommended_sources,notes
POR,Primeira Liga,Ivory Coast,CIV,E,Ghislain KONAN,DF,Gil Vicente FC (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Ivory Coast,CIV,E,Ousmane DIOMANDE,DF,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Norway,NOR,I,Andreas SCHJELDERUP,MF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Norway,NOR,I,Fredrik AURSNES,MF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Portugal,POR,K,Diogo DIOGO COSTA,GK,FC Porto (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Portugal,POR,K,Tomás TOMAS ARAUJO,DF,SL Ben ca (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Portugal,POR,K,Francisco FRANCISCO TRINCAO,FW,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Portugal,POR,K,Gonçalo GONCALO INACIO,DF,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Portugal,POR,K,Rui RUI SILVA,GK,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,South Africa,RSA,A,Sphephelo SITHOLE,MF,CD Tondela (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Sweden,SWE,F,Gustaf LAGERBIELKE,DF,SC Braga (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Turkey,TUR,D,Deniz GUL,FW,FC Porto (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Uruguay,URU,H,Rodrigo ZALAZAR,MF,SC Braga (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
POR,Primeira Liga,Uruguay,URU,H,Maxi ARAUJO,MF,Sporting CP (POR),candidate,SofaScore via football-data-mcp / FBref / PlayerStats.football,"football-data-mcp supports Primeira Liga xG/xAG, but Botasaurus DLL download failed over SSL here."
QAT,Qatar Stars League,Algeria,ALG,J,Adil BOULBINA,FW,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Egypt,EGY,G,Hamdy HAMDY FATHY,MF,Al Wakrah SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Jordan,JOR,J,Ali ALI OLWAN,FW,Al Sailiya SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Jordan,JOR,J,Nizar NIZAR ALRASHDAN,MF,Qatar SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Ahmed AHMED FATHY,MF,Al Arabi SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Alhashmi ALHASHMI ALHUSSEIN,DF,Al Arabi SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Gueye ISSA LAYE,DF,Al Arabi SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Almoez ALMOEZ ALI,FW,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Edmilson EDMILSON JUNIOR,FW,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Karim KARIM BOUDIAF,MF,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Salah SALAH ZAKARIA,GK,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Sultan SULTAN ALBRAKE,DF,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Tahsin TAHSIN JAMSHID,FW,Al Duhail SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Ahmed AHMED ALGANEHI,MF,Al Gharafa SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Ayoub AYOUB ALOUI,DF,Al Gharafa SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Mohammed MOHAMMED MUNTARI,FW,Al Gharafa SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Abdelaziz ABDULAZIZ HATEM,MF,Al Rayyan SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Ahmed AHMED ALAAELDIN,FW,Al Rayyan SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Jassem JASSEM GABER,DF,Al Rayyan SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Mahmoud MAHMOUD ABUNADA,GK,Al Rayyan SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Akram AKRAM AFIF,FW,Al Sadd SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Boualem BOUALEM KHOUKHI,DF,Al Sadd SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Hasan HASSAN ALHAYDOS,FW,Al Sadd SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Meshaal MESHAAL BARSHAM,GK,Al Sadd SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Pedro PEDRO MIGUEL,DF,Al Sadd SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Mohamed MOHAMED MANAI,FW,Al Shamal SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Assim ASSIM MADIBO,MF,Al Wakrah SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Lucas LUCAS MENDES,DF,Al Wakrah SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
QAT,Qatar Stars League,Qatar,QAT,B,Yusuf YUSUF ABDURISAG,FW,Al Wakrah SC (QAT),manual_only,FootyStats / DJYY / PerformanceOdds / Transfermarkt,"Public pages expose selected player or team xG, not reliable full player batch tables."
TUR,Super Lig,Bosnia and Herzegovina,BIH,B,Nihad MUJAKIC,DF,Gaziantep FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Cape Verde,CPV,H,Nuno NUNO DA COSTA,MF,Başakşehir FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Cape Verde,CPV,H,Ryan RYAN MENDES,FW,Iğdır FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Cape Verde,CPV,H,Wagner WAGNER PINA,DF,Trabzonspor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Colombia,COL,K,Davinson SANCHEZ,DF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Curacao,CUW,E,Leandro BACUNA,MF,Iğdır FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Curacao,CUW,E,Joshua BRENET,DF,Kayserispor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Curacao,CUW,E,Riechedly BAZOER,DF,Konyaspor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,DR Congo,COD,K,Meschack ELIA,FW,Alanyaspor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,France,FRA,I,Ngolo KANTE,MF,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Germany,GER,E,Leroy SANE,MF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Ghana,GHA,L,Jerome OPOKU,DF,Başakşehir FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Haiti,HAI,C,Frantzdy PIERROT,FW,Çaykur Rizespor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Ivory Coast,CIV,E,Wilfried SINGO,DF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Ivory Coast,CIV,E,Christ OULAI,MF,Trabzonspor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Portugal,POR,K,Nélson NELSON SEMEDO,DF,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Senegal,SEN,I,Cherif NDIAYE,FW,Samsunspor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,South Korea,KOR,A,Hyeongyu OH,FW,Beşiktaş JK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Tunisia,TUN,F,Adam AROUS,DF,Kasımpaşa SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Tunisia,TUN,F,Mortadha BEN OUANES,DF,Kasımpaşa SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Orkun KOKCU,MF,Beşiktaş JK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Caglar SOYUNCU,DF,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Ismail YUKSEK,MF,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Kerem AKTURKOGLU,FW,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Mert GUNOK,GK,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Mert MULDUR,DF,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Oguz AYDIN,FW,Fenerbahçe SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Abdulkerim BARDAKCI,DF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Baris YILMAZ,FW,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Eren ELMALI,DF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Kaan AYHAN,MF,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Ugurcan CAKIR,GK,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Yunus AKGUN,FW,Galatasaray SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Irfan KAHVECI,FW,Kasımpaşa SK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Turkey,TUR,D,Samet AKAYDIN,DF,Çaykur Rizespor (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Uzbekistan,UZB,K,Abbosbek FAYZULLAEV,MF,Başakşehir FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
TUR,Super Lig,Uzbekistan,UZB,K,Eldor SHOMURODOV,FW,Başakşehir FK (TUR),basic_or_partial_xg,FBref / FootyStats / MakeYourStats / Transfermarkt,FBref cached page has standard 2024-25 data; 2025-26 player xG needs FootyStats or paid/API sources.
USA,Major League Soccer,Argentina,ARG,J,Lionel MESSI,FW,Inter Miami CF (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Australia,AUS,D,Lucas HERRINGTON,DF,Colorado Rapids (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Australia,AUS,D,Aiden ONEILL,MF,New York City FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Australia,AUS,D,Kai TREWIN,DF,New York City FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Joel WATERMAN,DF,Chicago Fire FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Dayne ST. CLAIR,GK,Inter Miami CF (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Jacob SHAFFELBURG,MF,LAFC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Mathieu CHOINIERE,MF,LAFC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Stephen EUSTAQUIO,MF,LAFC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Canada,CAN,B,Maxime CREPEAU,GK,Orlando City SC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Cape Verde,CPV,H,Steven STEVEN MOREIRA,DF,Columbus Crew (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Cape Verde,CPV,H,Carlos CJ DOS SANTOS,GK,San Diego FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Colombia,COL,K,James RODRIGUEZ,MF,Minnesota United FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Croatia,CRO,L,Petar MUSA,FW,FC Dallas (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Croatia,CRO,L,Marco PASALIC,FW,Orlando City SC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Curacao,CUW,E,Eloy ROOM,GK,Miami FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Curacao,CUW,E,Juergen LOCADIA,FW,Miami FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Haiti,HAI,C,Markhus LACROIX,DF,Colorado Springs Switchbacks FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Haiti,HAI,C,Carl SAINTE,MF,El Paso Locomotive FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Haiti,HAI,C,Louicius DEEDSON,FW,FC Dallas (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Haiti,HAI,C,Danley JEAN JACQUES,MF,Philadelphia Union (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Iraq,IRQ,I,Ahmed AHMED QASIM,FW,Nashville SC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,New Zealand,NZL,G,Michael BOXALL,DF,Minnesota United FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,New Zealand,NZL,G,Finn SURMAN,DF,Portland Timbers (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Panama,PAN,L,Anibal GODOY,MF,San Diego FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Paraguay,PAR,D,Matias GALARZA,MF,Atlanta United FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Paraguay,PAR,D,Braian OJEDA,MF,Orlando City SC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,South Africa,RSA,A,Mbekezeli MBOKAZI,DF,Chicago Fire FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,South Africa,RSA,A,Olwethu MAKHANYA,DF,Philadelphia Union (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,South Korea,KOR,A,Heungmin SON,FW,LAFC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,Sweden,SWE,F,Herman JOHANSSON,DF,FC Dallas (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Tim REAM,DF,Charlotte FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Chris BRADY,GK,Chicago Fire FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Max ARFSTEN,DF,Columbus Crew (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Miles ROBINSON,DF,FC Cincinnatti (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Matt TURNER,GK,New England Revolution (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Matt FREESE,GK,New York City FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
USA,Major League Soccer,USA,USA,D,Cristian ROLDAN,MF,Seattle Sounders FC (USA),team_xg_snapshot_available,FBref MLS 2025 / FotMob,FBref 2025 MLS page is available through cached search output; direct FBref fetch is 403.
