confederation,competition,season,rank_by_xg,team,matches_played,xg_per_match,xga_per_match,xgd_per_match,goals_for_per_match,goals_against_per_match,xg_vs_actual_per_match,source,source_url,data_status,last_verified,notes
CAF,WC Qualification Africa,2026,12,South Africa,10,1.35,0.71,0.64,1.7,0.6,0.35,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,13,Algeria,10,1.34,0.86,0.48,2.4,0.8,1.06,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,14,Angola,10,1.33,0.9,0.43,0.9,0.8,-0.43,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,15,Kenya,10,1.32,0.98,0.34,1.8,1.4,0.48,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,16,Equatorial Guinea,10,1.32,0.83,0.49,0.9,1.2,-0.42,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,17,Togo,10,1.31,0.96,0.35,0.5,1.0,-0.81,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,18,Cape Verde,10,1.31,0.9,0.41,1.6,0.8,0.29,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,19,Namibia,10,1.24,0.93,0.31,1.3,1.0,0.06,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,20,Uganda,10,1.23,0.85,0.38,1.4,0.9,0.17,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,21,Comoros,10,1.23,0.96,0.27,1.2,1.3,-0.03,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,22,Congo DR,12,1.23,0.99,0.24,1.42,0.58,0.19,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,23,Gabon,11,1.23,0.99,0.24,2.09,1.18,0.86,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,24,Guinea,10,1.17,1.01,0.16,1.1,0.8,-0.07,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,25,Botswana,10,1.13,1.19,-0.06,1.2,1.6,0.07,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,26,Mauritania,10,1.13,1.11,0.02,0.4,1.3,-0.73,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,27,Madagascar,10,1.12,1.17,-0.05,1.7,1.2,0.58,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,28,Malawi,10,1.11,1.25,-0.14,1.1,1.0,-0.01,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,29,Swaziland,10,1.04,1.54,-0.5,0.6,1.9,-0.44,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,30,Liberia,10,1.03,1.26,-0.23,1.0,1.2,-0.03,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,31,Zimbabwe,10,1.01,1.4,-0.39,0.5,1.2,-0.51,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,32,Benin,10,1.0,0.94,0.06,1.2,1.1,0.2,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,33,Guinea-Bissau,10,1.0,1.0,0.0,0.8,1.0,-0.2,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,34,Sudan,10,0.99,1.34,-0.35,0.8,0.6,-0.19,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,35,"Étoile du CongoWC Qualification Africa (Div. -1)League Pos. 5 / 54International FormLast 5PPGOverallLLDLL0.13HomeLLLD0.25AwayLLLL0.00StatisticsOverallHomeAwayWin %0%0%0%AVG3.503.503.50Scored0.500.250.75Conceded3.003.252.75BTTS38%25%50%CS0%0%0%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",8,0.99,1.86,-0.87,0.5,3.0,-0.49,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,36,Ethiopia,10,0.97,1.58,-0.61,0.9,1.4,-0.07,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,37,Sierra Leone,10,0.95,1.05,-0.1,1.2,1.0,0.25,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,38,Mozambique,10,0.94,1.1,-0.16,1.4,1.7,0.46,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,39,Libya,10,0.92,1.23,-0.31,1.2,1.0,0.28,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,40,Rwanda,10,0.9,0.97,-0.07,0.5,0.9,-0.4,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,41,Burundi,10,0.88,1.13,-0.25,1.3,1.3,0.42,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,42,Djibouti,10,0.85,1.59,-0.74,0.5,3.3,-0.35,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,43,Central African Republic,10,0.83,1.68,-0.85,1.1,2.4,0.27,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,44,Lesotho,10,0.8,1.77,-0.97,0.6,1.4,-0.2,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,45,South Sudan,10,0.79,1.76,-0.97,0.3,1.9,-0.49,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,46,São Tomé e Príncipe,10,0.78,1.8,-1.02,0.5,2.6,-0.28,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,47,Chad,10,0.77,1.54,-0.77,0.5,2.4,-0.27,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,48,Somalia,10,0.72,1.52,-0.8,0.3,2.0,-0.42,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,49,Mauritius,10,0.7,1.46,-0.76,0.7,1.7,0.0,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CAF,WC Qualification Africa,2026,50,Seychelles,10,0.42,2.38,-1.96,0.2,5.3,-0.22,FootyStats,https://footystats.org/international/wc-qualification-africa/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,1,Honduras,10,2.15,0.9,1.25,1.7,0.4,-0.45,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,2,Dominican Republic,4,2.12,0.77,1.35,2.75,1.25,0.63,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,3,Costa Rica,10,2.03,0.97,1.06,2.5,0.7,0.47,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,4,Trinidad and Tobago,10,1.96,1.23,0.73,2.3,1.3,0.34,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,5,Panama,10,1.93,1.0,0.93,1.9,0.5,-0.03,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,6,Haiti,10,1.71,1.45,0.26,2.0,1.3,0.29,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,7,Jamaica,10,1.7,1.04,0.66,1.9,0.5,0.2,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,8,Guatemala,10,1.69,1.28,0.41,2.1,1.2,0.41,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,9,Curaçao,10,1.66,1.29,0.37,2.8,0.5,1.14,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,10,St. Kitts and Nevis,4,1.59,1.76,-0.17,1.25,3.25,-0.34,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,11,Guyana,4,1.59,1.34,0.25,1.5,1.0,-0.09,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,12,Suriname,10,1.47,1.31,0.16,1.9,0.8,0.43,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,13,Nicaragua,10,1.38,1.47,-0.09,1.3,1.6,-0.08,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,14,Grenada,4,1.33,1.26,0.07,2.75,1.75,1.42,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,15,El Salvador,10,1.33,1.12,0.21,0.9,1.3,-0.43,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,16,Barbados,4,1.28,1.54,-0.26,1.0,2.5,-0.28,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,17,"Puerto Rico FCWC Qualification CONCACAF (Div. -1)League Pos. 3 / 32International FormLast 5PPGOverallDWLW1.75HomeWW3.00AwayDL0.50StatisticsOverallHomeAwayWin %50%100%0%AVG3.005.500.50Scored2.505.000.00Conceded0.500.500.50BTTS25%50%0%CS50%50%50%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",4,1.25,1.05,0.2,2.5,0.5,1.25,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,18,St. Lucia,4,1.23,1.8,-0.57,1.25,2.25,0.02,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,19,Cuba,4,1.08,1.16,-0.08,1.5,1.25,0.42,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,20,Bermuda,10,1.04,2.02,-0.98,1.3,3.1,0.26,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,21,"ArubaWC Qualification CONCACAF (Div. -1)League Pos. 4 / 32International FormLast 5PPGOverallLDDL0.50HomeLL0.00AwayDD1.00StatisticsOverallHomeAwayWin %0%0%0%AVG3.253.503.00Scored0.750.001.50Conceded2.503.501.50BTTS50%0%100%CS0%0%0%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",4,1.04,2.33,-1.29,0.75,2.5,-0.29,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,22,Dominica,4,0.97,2.6,-1.63,1.25,3.5,0.28,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,23,St. Vincent / Grenadines,4,0.92,1.18,-0.26,2.25,2.25,1.33,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,24,Antigua and Barbuda,4,0.81,2.21,-1.4,0.25,1.25,-0.56,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,25,Belize,4,0.8,1.83,-1.03,0.25,2.5,-0.55,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,26,"MontserratWC Qualification CONCACAF (Div. -1)League Pos. 4 / 32International FormLast 5PPGOverallLLWL0.75HomeLW1.50AwayLL0.00StatisticsOverallHomeAwayWin %25%50%0%AVG3.252.504.00Scored0.751.000.50Conceded2.501.503.50BTTS50%50%50%CS25%50%0%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",4,0.8,1.88,-1.08,0.75,2.5,-0.05,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,27,"British Virgin IslandsWC Qualification CONCACAF (Div. -1)League Pos. 5 / 32International FormLast 5PPGOverallDLLLL0.33HomeDLL0.33AwayDLL0.33StatisticsOverallHomeAwayWin %0%0%0%AVG2.171.333.00Scored0.170.000.33Conceded2.001.332.67BTTS17%0%33%CS17%33%0%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",6,0.66,1.92,-1.26,0.17,2.0,-0.49,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,28,Cayman Islands,4,0.58,1.83,-1.25,0.25,2.25,-0.33,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,29,Bahamas,4,0.51,2.64,-2.13,0.25,5.5,-0.26,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,30,Anguilla,6,0.19,2.5,-2.31,0.17,3.67,-0.02,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,31,Turks and Caicos Islands,2,0.0,0.0,0.0,0.5,0.5,0.5,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONCACAF,WC Qualification CONCACAF,2026,32,"US Virgin IslandsWC Qualification CONCACAF (Div. -1)League Pos. 4 / 32International FormLast 5PPGOverallDD1.00HomeD1.00AwayD1.00StatisticsOverallHomeAwayWin %0%0%0%AVG1.002.000.00Scored0.501.000.00Conceded0.501.000.00BTTS50%100%0%CS50%0%100%Want to see Corner Stats , Card Stats , FTS , Over 2.5 ~ 3.5 here?Upgrade to FootyStats Premium!",2,0.0,0.0,0.0,0.5,0.5,0.5,FootyStats,https://footystats.org/international/wc-qualification-concacaf/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,1,Colombia,18,1.45,1.11,0.34,1.56,1.0,0.11,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,2,Argentina,18,1.27,0.71,0.56,1.72,0.56,0.45,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,3,Brazil,18,1.26,0.92,0.34,1.33,0.94,0.07,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,4,Bolivia,18,1.12,1.52,-0.4,1.0,1.89,-0.12,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,5,Paraguay,18,1.11,1.05,0.06,0.78,0.56,-0.33,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,6,Ecuador,18,1.09,0.95,0.14,0.78,0.28,-0.31,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,7,Uruguay,18,1.08,1.13,-0.05,1.17,0.72,0.09,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,8,Chile,18,1.07,1.26,-0.19,0.5,1.5,-0.57,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,9,Venezuela,18,1.03,1.28,-0.25,1.0,1.56,-0.03,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
CONMEBOL,WC Qualification South America,2026,10,Peru,18,0.82,1.37,-0.55,0.33,1.17,-0.49,FootyStats,https://footystats.org/international/wc-qualification-south-america/xg,public_table_parsed,2026-06-15,FootyStats xG model; values are per match. Do not mix with other providers without source adjustment.
