match_id,scenario_id,field,processed_value,candidate_value,is_same
WC2026-C29,S16_var_penalty_momentum_swing,raw_probability_context_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,raw_total_score,0.05,0.05,true
WC2026-C29,S16_var_penalty_momentum_swing,normalized_weight,0.017851,0.017851,true
WC2026-C29,S16_var_penalty_momentum_swing,base_weight,0.05,0.05,true
WC2026-C29,S16_var_penalty_momentum_swing,tactical_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,player_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,source_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,probability_context_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,weight,0.017851,0.017851,true
WC2026-C29,S16_var_penalty_momentum_swing,final_weight_deprecated,0.017851,0.017851,true
WC2026-C29,S16_var_penalty_momentum_swing,scenario_ranking_weight,0.017851,0.017851,true
WC2026-C29,S16_var_penalty_momentum_swing,home_lambda_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,away_lambda_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,variance_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,over25_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,btts_delta,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,htft_bias,胜/负;负/胜;平/胜;平/负;胜/平;负/平,胜/负;负/胜;平/胜;平/负;胜/平;负/平,true
WC2026-C29,S16_var_penalty_momentum_swing,htft_bias_semantic,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;draw_ht|draw_ft,favorite_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;underdog_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft;draw_ht|draw_ft,true
WC2026-C29,S16_var_penalty_momentum_swing,score_family,2-1;1-2;2-2;3-1;1-3;3-2,2-1;1-2;2-2;3-1;1-3;3-2,true
WC2026-C29,S16_var_penalty_momentum_swing,triggered_by,no_var_penalty_evidence,no_var_penalty_evidence,true
WC2026-C29,S16_var_penalty_momentum_swing,evidence_summary,,,true
WC2026-C29,S16_var_penalty_momentum_swing,weight_gates,"{""evidence_refs"":[],""gate_applied"":true,""gate_reason"":""no_var_penalty_evidence""}","{""evidence_refs"":[],""gate_applied"":true,""gate_reason"":""no_var_penalty_evidence""}",true
WC2026-C29,S16_var_penalty_momentum_swing,evidence_refs,,,true
WC2026-C29,S16_var_penalty_momentum_swing,data_confidence,0.72,0.72,true
WC2026-C29,S16_var_penalty_momentum_swing,is_fallback,false,false,true
WC2026-C29,S16_var_penalty_momentum_swing,fallback_reason,,,true
WC2026-C29,S16_var_penalty_momentum_swing,fallback_fields,,,true
WC2026-C29,S16_var_penalty_momentum_swing,fallback_ratio,0,0,true
WC2026-C29,S16_var_penalty_momentum_swing,fallback_confidence_cap,,,true
WC2026-C29,S16_var_penalty_momentum_swing,precision_warning,,,true
WC2026-C29,S16_var_penalty_momentum_swing,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S16_var_penalty_momentum_swing,__row_hash__,8858d57256bb68cc5524c46c17f3f1a92fef0417bd618c465521f35859952b68,8858d57256bb68cc5524c46c17f3f1a92fef0417bd618c465521f35859952b68,true
WC2026-C29,S17_group_top_spot_controlled_win,match_id,WC2026-C29,WC2026-C29,true
WC2026-C29,S17_group_top_spot_controlled_win,home,Brazil,Brazil,true
WC2026-C29,S17_group_top_spot_controlled_win,away,Haiti,Haiti,true
WC2026-C29,S17_group_top_spot_controlled_win,scenario_id,S17_group_top_spot_controlled_win,S17_group_top_spot_controlled_win,true
WC2026-C29,S17_group_top_spot_controlled_win,scenario_name,小组第一路径驱动的低风险争胜,小组第一路径驱动的低风险争胜,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_base_weight,0.06,0.06,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_tactical_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_player_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_source_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_probability_context_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,raw_total_score,0.06,0.06,true
WC2026-C29,S17_group_top_spot_controlled_win,normalized_weight,0.021421,0.021421,true
WC2026-C29,S17_group_top_spot_controlled_win,base_weight,0.06,0.06,true
WC2026-C29,S17_group_top_spot_controlled_win,tactical_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,player_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,source_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,probability_context_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,weight,0.021421,0.021421,true
WC2026-C29,S17_group_top_spot_controlled_win,final_weight_deprecated,0.021421,0.021421,true
WC2026-C29,S17_group_top_spot_controlled_win,scenario_ranking_weight,0.021421,0.021421,true
WC2026-C29,S17_group_top_spot_controlled_win,home_lambda_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,away_lambda_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,variance_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,over25_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,btts_delta,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,htft_bias,平/胜;胜/胜;平/平,平/胜;胜/胜;平/平,true
WC2026-C29,S17_group_top_spot_controlled_win,htft_bias_semantic,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,true
WC2026-C29,S17_group_top_spot_controlled_win,score_family,1-0;2-0;2-1;1-1,1-0;2-0;2-1;1-1,true
WC2026-C29,S17_group_top_spot_controlled_win,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C29,S17_group_top_spot_controlled_win,evidence_summary,,,true
WC2026-C29,S17_group_top_spot_controlled_win,weight_gates,"{""s17_top_spot_controlled_win"":{""context_used"":true,""home_controlled_win_incentive"":0.096,""away_controlled_win_incentive"":0.0,""leading_side"":""home"",""mutual_draw_acceptance"":0.1,""max_must_win_pressure"":0.9,""composite_score"":0.0,""context_reason"":""R2 Brazil(1pts) vs Haiti(0pts).""}}","{""s17_top_spot_controlled_win"":{""context_used"":true,""home_controlled_win_incentive"":0.096,""away_controlled_win_incentive"":0.0,""leading_side"":""home"",""mutual_draw_acceptance"":0.1,""max_must_win_pressure"":0.9,""composite_score"":0.0,""context_reason"":""R2 Brazil(1pts) vs Haiti(0pts).""}}",true
WC2026-C29,S17_group_top_spot_controlled_win,evidence_refs,,,true
WC2026-C29,S17_group_top_spot_controlled_win,data_confidence,0.72,0.72,true
WC2026-C29,S17_group_top_spot_controlled_win,is_fallback,false,false,true
WC2026-C29,S17_group_top_spot_controlled_win,fallback_reason,,,true
WC2026-C29,S17_group_top_spot_controlled_win,fallback_fields,,,true
WC2026-C29,S17_group_top_spot_controlled_win,fallback_ratio,0,0,true
WC2026-C29,S17_group_top_spot_controlled_win,fallback_confidence_cap,,,true
WC2026-C29,S17_group_top_spot_controlled_win,precision_warning,,,true
WC2026-C29,S17_group_top_spot_controlled_win,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C29,S17_group_top_spot_controlled_win,__row_hash__,4a40a804dc5f01dc07eb9e7e7618100f68a1279b6f33fc3cc722076033b95ed8,4a40a804dc5f01dc07eb9e7e7618100f68a1279b6f33fc3cc722076033b95ed8,true
WC2026-C30,S01_favorite_early_break_open,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S01_favorite_early_break_open,home,Scotland,Scotland,true
WC2026-C30,S01_favorite_early_break_open,away,Morocco,Morocco,true
WC2026-C30,S01_favorite_early_break_open,scenario_id,S01_favorite_early_break_open,S01_favorite_early_break_open,true
WC2026-C30,S01_favorite_early_break_open,scenario_name,强队早球后比赛被打开,强队早球后比赛被打开,true
WC2026-C30,S01_favorite_early_break_open,raw_base_weight,0.1,0.1,true
WC2026-C30,S01_favorite_early_break_open,raw_tactical_delta,0.0751,0.0751,true
WC2026-C30,S01_favorite_early_break_open,raw_player_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,raw_source_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,raw_probability_context_delta,0.01,0.01,true
WC2026-C30,S01_favorite_early_break_open,raw_total_score,0.1851,0.1851,true
WC2026-C30,S01_favorite_early_break_open,normalized_weight,0.090851,0.090851,true
WC2026-C30,S01_favorite_early_break_open,base_weight,0.1,0.1,true
WC2026-C30,S01_favorite_early_break_open,tactical_delta,0.0751,0.0751,true
WC2026-C30,S01_favorite_early_break_open,player_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,source_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,probability_context_delta,0.01,0.01,true
WC2026-C30,S01_favorite_early_break_open,weight,0.090851,0.090851,true
WC2026-C30,S01_favorite_early_break_open,final_weight_deprecated,0.090851,0.090851,true
WC2026-C30,S01_favorite_early_break_open,scenario_ranking_weight,0.090851,0.090851,true
WC2026-C30,S01_favorite_early_break_open,home_lambda_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,away_lambda_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,variance_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,over25_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,btts_delta,0,0,true
WC2026-C30,S01_favorite_early_break_open,htft_bias,胜/胜;负/负,胜/胜;负/负,true
WC2026-C30,S01_favorite_early_break_open,htft_bias_semantic,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft,true
WC2026-C30,S01_favorite_early_break_open,score_family,2-0;3-0;3-1;4-1,2-0;3-0;3-1;4-1,true
WC2026-C30,S01_favorite_early_break_open,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C30,S01_favorite_early_break_open,evidence_summary,,,true
WC2026-C30,S01_favorite_early_break_open,weight_gates,{},{},true
WC2026-C30,S01_favorite_early_break_open,evidence_refs,,,true
WC2026-C30,S01_favorite_early_break_open,data_confidence,0.7,0.7,true
WC2026-C30,S01_favorite_early_break_open,is_fallback,false,false,true
WC2026-C30,S01_favorite_early_break_open,fallback_reason,,,true
WC2026-C30,S01_favorite_early_break_open,fallback_fields,,,true
WC2026-C30,S01_favorite_early_break_open,fallback_ratio,0,0,true
WC2026-C30,S01_favorite_early_break_open,fallback_confidence_cap,,,true
WC2026-C30,S01_favorite_early_break_open,precision_warning,,,true
WC2026-C30,S01_favorite_early_break_open,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C30,S01_favorite_early_break_open,__row_hash__,65c9fee3e7b30e3d9e55b3f586961a66c77f23d53e833eb94a44556962157cd0,65c9fee3e7b30e3d9e55b3f586961a66c77f23d53e833eb94a44556962157cd0,true
WC2026-C30,S02_low_block_survival,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S02_low_block_survival,home,Scotland,Scotland,true
WC2026-C30,S02_low_block_survival,away,Morocco,Morocco,true
WC2026-C30,S02_low_block_survival,scenario_id,S02_low_block_survival,S02_low_block_survival,true
WC2026-C30,S02_low_block_survival,scenario_name,弱队低位守住上半场，比分压低,弱队低位守住上半场，比分压低,true
WC2026-C30,S02_low_block_survival,raw_base_weight,0.1,0.1,true
WC2026-C30,S02_low_block_survival,raw_tactical_delta,0.008,0.008,true
WC2026-C30,S02_low_block_survival,raw_player_delta,0,0,true
WC2026-C30,S02_low_block_survival,raw_source_delta,0,0,true
WC2026-C30,S02_low_block_survival,raw_probability_context_delta,0,0,true
WC2026-C30,S02_low_block_survival,raw_total_score,0.108,0.108,true
WC2026-C30,S02_low_block_survival,normalized_weight,0.053006,0.053006,true
WC2026-C30,S02_low_block_survival,base_weight,0.1,0.1,true
WC2026-C30,S02_low_block_survival,tactical_delta,0.008,0.008,true
WC2026-C30,S02_low_block_survival,player_delta,0,0,true
WC2026-C30,S02_low_block_survival,source_delta,0,0,true
WC2026-C30,S02_low_block_survival,probability_context_delta,0,0,true
WC2026-C30,S02_low_block_survival,weight,0.053006,0.053006,true
WC2026-C30,S02_low_block_survival,final_weight_deprecated,0.053006,0.053006,true
WC2026-C30,S02_low_block_survival,scenario_ranking_weight,0.053006,0.053006,true
WC2026-C30,S02_low_block_survival,home_lambda_delta,0,0,true
WC2026-C30,S02_low_block_survival,away_lambda_delta,0,0,true
WC2026-C30,S02_low_block_survival,variance_delta,0,0,true
WC2026-C30,S02_low_block_survival,over25_delta,0,0,true
WC2026-C30,S02_low_block_survival,btts_delta,0,0,true
WC2026-C30,S02_low_block_survival,htft_bias,平/胜;平/平;平/负,平/胜;平/平;平/负,true
WC2026-C30,S02_low_block_survival,htft_bias_semantic,underdog_holds_ht|favorite_wins_ft;draw_ht|draw_ft;underdog_holds_ht|draw_ft,underdog_holds_ht|favorite_wins_ft;draw_ht|draw_ft;underdog_holds_ht|draw_ft,true
WC2026-C30,S02_low_block_survival,score_family,0-0;1-0;1-1;2-0,0-0;1-0;1-1;2-0,true
WC2026-C30,S02_low_block_survival,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C30,S02_low_block_survival,evidence_summary,,,true
WC2026-C30,S02_low_block_survival,weight_gates,{},{},true
WC2026-C30,S02_low_block_survival,evidence_refs,,,true
WC2026-C30,S02_low_block_survival,data_confidence,0.7,0.7,true
WC2026-C30,S02_low_block_survival,is_fallback,false,false,true
WC2026-C30,S02_low_block_survival,fallback_reason,,,true
WC2026-C30,S02_low_block_survival,fallback_fields,,,true
WC2026-C30,S02_low_block_survival,fallback_ratio,0,0,true
WC2026-C30,S02_low_block_survival,fallback_confidence_cap,,,true
WC2026-C30,S02_low_block_survival,precision_warning,,,true
WC2026-C30,S02_low_block_survival,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C30,S02_low_block_survival,__row_hash__,fb6aed40cb0219e325707e598e8cb428c3317ef1cea8fe79f465bf5009d23470,fb6aed40cb0219e325707e598e8cb428c3317ef1cea8fe79f465bf5009d23470,true
WC2026-C30,S03_wide_overload_crossfire,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S03_wide_overload_crossfire,home,Scotland,Scotland,true
WC2026-C30,S03_wide_overload_crossfire,away,Morocco,Morocco,true
WC2026-C30,S03_wide_overload_crossfire,scenario_id,S03_wide_overload_crossfire,S03_wide_overload_crossfire,true
WC2026-C30,S03_wide_overload_crossfire,scenario_name,边路错位被持续打穿,边路错位被持续打穿,true
WC2026-C30,S03_wide_overload_crossfire,raw_base_weight,0.1,0.1,true
WC2026-C30,S03_wide_overload_crossfire,raw_tactical_delta,0.0133,0.0133,true
WC2026-C30,S03_wide_overload_crossfire,raw_player_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,raw_source_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,raw_probability_context_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,raw_total_score,0.1133,0.1133,true
WC2026-C30,S03_wide_overload_crossfire,normalized_weight,0.055633,0.055633,true
WC2026-C30,S03_wide_overload_crossfire,base_weight,0.1,0.1,true
WC2026-C30,S03_wide_overload_crossfire,tactical_delta,0.0133,0.0133,true
WC2026-C30,S03_wide_overload_crossfire,player_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,source_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,probability_context_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,weight,0.055633,0.055633,true
WC2026-C30,S03_wide_overload_crossfire,final_weight_deprecated,0.055633,0.055633,true
WC2026-C30,S03_wide_overload_crossfire,scenario_ranking_weight,0.055633,0.055633,true
WC2026-C30,S03_wide_overload_crossfire,home_lambda_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,away_lambda_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,variance_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,over25_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,btts_delta,0,0,true
WC2026-C30,S03_wide_overload_crossfire,htft_bias,胜/胜;平/胜;负/负;平/负,胜/胜;平/胜;负/负;平/负,true
WC2026-C30,S03_wide_overload_crossfire,htft_bias_semantic,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,favorite_leads_ht|favorite_wins_ft;underdog_holds_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,true
WC2026-C30,S03_wide_overload_crossfire,score_family,2-1;3-1;3-2,2-1;3-1;3-2,true
WC2026-C30,S03_wide_overload_crossfire,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C30,S03_wide_overload_crossfire,evidence_summary,,,true
WC2026-C30,S03_wide_overload_crossfire,weight_gates,{},{},true
WC2026-C30,S03_wide_overload_crossfire,evidence_refs,,,true
WC2026-C30,S03_wide_overload_crossfire,data_confidence,0.7,0.7,true
WC2026-C30,S03_wide_overload_crossfire,is_fallback,false,false,true
WC2026-C30,S03_wide_overload_crossfire,fallback_reason,,,true
WC2026-C30,S03_wide_overload_crossfire,fallback_fields,,,true
WC2026-C30,S03_wide_overload_crossfire,fallback_ratio,0,0,true
WC2026-C30,S03_wide_overload_crossfire,fallback_confidence_cap,,,true
WC2026-C30,S03_wide_overload_crossfire,precision_warning,,,true
WC2026-C30,S03_wide_overload_crossfire,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C30,S03_wide_overload_crossfire,__row_hash__,3538d6e05063ae49a4f379fc29b650a5abd73ef151bcd4cb62869c14506b6e42,3538d6e05063ae49a4f379fc29b650a5abd73ef151bcd4cb62869c14506b6e42,true
WC2026-C30,S04_press_trap_turnover_goal,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S04_press_trap_turnover_goal,home,Scotland,Scotland,true
WC2026-C30,S04_press_trap_turnover_goal,away,Morocco,Morocco,true
WC2026-C30,S04_press_trap_turnover_goal,scenario_id,S04_press_trap_turnover_goal,S04_press_trap_turnover_goal,true
WC2026-C30,S04_press_trap_turnover_goal,scenario_name,高压陷阱制造前场失误,高压陷阱制造前场失误,true
WC2026-C30,S04_press_trap_turnover_goal,raw_base_weight,0.1,0.1,true
WC2026-C30,S04_press_trap_turnover_goal,raw_tactical_delta,0.0569,0.0569,true
WC2026-C30,S04_press_trap_turnover_goal,raw_player_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,raw_source_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,raw_probability_context_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,raw_total_score,0.1569,0.1569,true
WC2026-C30,S04_press_trap_turnover_goal,normalized_weight,0.07701,0.07701,true
WC2026-C30,S04_press_trap_turnover_goal,base_weight,0.1,0.1,true
WC2026-C30,S04_press_trap_turnover_goal,tactical_delta,0.0569,0.0569,true
WC2026-C30,S04_press_trap_turnover_goal,player_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,source_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,probability_context_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,weight,0.07701,0.07701,true
WC2026-C30,S04_press_trap_turnover_goal,final_weight_deprecated,0.07701,0.07701,true
WC2026-C30,S04_press_trap_turnover_goal,scenario_ranking_weight,0.07701,0.07701,true
WC2026-C30,S04_press_trap_turnover_goal,home_lambda_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,away_lambda_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,variance_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,over25_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,btts_delta,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,htft_bias,胜/胜;负/负,胜/胜;负/负,true
WC2026-C30,S04_press_trap_turnover_goal,htft_bias_semantic,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,favorite_leads_ht|favorite_wins_ft;draw_ht|favorite_wins_ft,true
WC2026-C30,S04_press_trap_turnover_goal,score_family,1-0;2-0;2-1;3-1,1-0;2-0;2-1;3-1,true
WC2026-C30,S04_press_trap_turnover_goal,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C30,S04_press_trap_turnover_goal,evidence_summary,,,true
WC2026-C30,S04_press_trap_turnover_goal,weight_gates,{},{},true
WC2026-C30,S04_press_trap_turnover_goal,evidence_refs,,,true
WC2026-C30,S04_press_trap_turnover_goal,data_confidence,0.7,0.7,true
WC2026-C30,S04_press_trap_turnover_goal,is_fallback,false,false,true
WC2026-C30,S04_press_trap_turnover_goal,fallback_reason,,,true
WC2026-C30,S04_press_trap_turnover_goal,fallback_fields,,,true
WC2026-C30,S04_press_trap_turnover_goal,fallback_ratio,0,0,true
WC2026-C30,S04_press_trap_turnover_goal,fallback_confidence_cap,,,true
WC2026-C30,S04_press_trap_turnover_goal,precision_warning,,,true
WC2026-C30,S04_press_trap_turnover_goal,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C30,S04_press_trap_turnover_goal,__row_hash__,6562cb89a787880077eb409c5bc6c8a1f575f1e7b247576c51a8bcab883b846c,6562cb89a787880077eb409c5bc6c8a1f575f1e7b247576c51a8bcab883b846c,true
WC2026-C30,S05_high_line_vs_runner,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S05_high_line_vs_runner,home,Scotland,Scotland,true
WC2026-C30,S05_high_line_vs_runner,away,Morocco,Morocco,true
WC2026-C30,S05_high_line_vs_runner,scenario_id,S05_high_line_vs_runner,S05_high_line_vs_runner,true
WC2026-C30,S05_high_line_vs_runner,scenario_name,高位防线被速度型前锋反复冲身后,高位防线被速度型前锋反复冲身后,true
WC2026-C30,S05_high_line_vs_runner,raw_base_weight,0.1,0.1,true
WC2026-C30,S05_high_line_vs_runner,raw_tactical_delta,0.0574,0.0574,true
WC2026-C30,S05_high_line_vs_runner,raw_player_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,raw_source_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,raw_probability_context_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,raw_total_score,0.1574,0.1574,true
WC2026-C30,S05_high_line_vs_runner,normalized_weight,0.077234,0.077234,true
WC2026-C30,S05_high_line_vs_runner,base_weight,0.1,0.1,true
WC2026-C30,S05_high_line_vs_runner,tactical_delta,0.0574,0.0574,true
WC2026-C30,S05_high_line_vs_runner,player_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,source_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,probability_context_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,weight,0.077234,0.077234,true
WC2026-C30,S05_high_line_vs_runner,final_weight_deprecated,0.077234,0.077234,true
WC2026-C30,S05_high_line_vs_runner,scenario_ranking_weight,0.077234,0.077234,true
WC2026-C30,S05_high_line_vs_runner,home_lambda_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,away_lambda_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,variance_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,over25_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,btts_delta,0,0,true
WC2026-C30,S05_high_line_vs_runner,htft_bias,负/负;平/负;胜/负;胜/胜,负/负;平/负;胜/负;胜/胜,true
WC2026-C30,S05_high_line_vs_runner,htft_bias_semantic,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,underdog_leads_ht|underdog_wins_ft;draw_ht|underdog_wins_ft;favorite_leads_ht|underdog_wins_ft,true
WC2026-C30,S05_high_line_vs_runner,score_family,1-2;2-2;2-3;1-3,1-2;2-2;2-3;1-3,true
WC2026-C30,S05_high_line_vs_runner,triggered_by,auto_matchup_features,auto_matchup_features,true
WC2026-C30,S05_high_line_vs_runner,evidence_summary,,,true
WC2026-C30,S05_high_line_vs_runner,weight_gates,{},{},true
WC2026-C30,S05_high_line_vs_runner,evidence_refs,,,true
WC2026-C30,S05_high_line_vs_runner,data_confidence,0.7,0.7,true
WC2026-C30,S05_high_line_vs_runner,is_fallback,false,false,true
WC2026-C30,S05_high_line_vs_runner,fallback_reason,,,true
WC2026-C30,S05_high_line_vs_runner,fallback_fields,,,true
WC2026-C30,S05_high_line_vs_runner,fallback_ratio,0,0,true
WC2026-C30,S05_high_line_vs_runner,fallback_confidence_cap,,,true
WC2026-C30,S05_high_line_vs_runner,precision_warning,,,true
WC2026-C30,S05_high_line_vs_runner,generated_at,2026-06-20T08:09:40.062697+00:00,2026-06-20T08:09:40.062697+00:00,true
WC2026-C30,S05_high_line_vs_runner,__row_hash__,b89baa977c205fdf5962a13a94dda483d74b14a0c8f041b3c11f5533ac392748,b89baa977c205fdf5962a13a94dda483d74b14a0c8f041b3c11f5533ac392748,true
WC2026-C30,S06_set_piece_breakthrough,match_id,WC2026-C30,WC2026-C30,true
WC2026-C30,S06_set_piece_breakthrough,home,Scotland,Scotland,true
WC2026-C30,S06_set_piece_breakthrough,away,Morocco,Morocco,true
WC2026-C30,S06_set_piece_breakthrough,scenario_id,S06_set_piece_breakthrough,S06_set_piece_breakthrough,true
WC2026-C30,S06_set_piece_breakthrough,scenario_name,定位球成为破局点,定位球成为破局点,true
WC2026-C30,S06_set_piece_breakthrough,raw_base_weight,0.1,0.1,true
WC2026-C30,S06_set_piece_breakthrough,raw_tactical_delta,0.0148,0.0148,true
WC2026-C30,S06_set_piece_breakthrough,raw_player_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,raw_source_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,raw_probability_context_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,raw_total_score,0.1148,0.1148,true
WC2026-C30,S06_set_piece_breakthrough,normalized_weight,0.056361,0.056361,true
WC2026-C30,S06_set_piece_breakthrough,base_weight,0.1,0.1,true
WC2026-C30,S06_set_piece_breakthrough,tactical_delta,0.0148,0.0148,true
WC2026-C30,S06_set_piece_breakthrough,player_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,source_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,probability_context_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,weight,0.056361,0.056361,true
WC2026-C30,S06_set_piece_breakthrough,final_weight_deprecated,0.056361,0.056361,true
WC2026-C30,S06_set_piece_breakthrough,scenario_ranking_weight,0.056361,0.056361,true
WC2026-C30,S06_set_piece_breakthrough,home_lambda_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,away_lambda_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,variance_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,over25_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,btts_delta,0,0,true
WC2026-C30,S06_set_piece_breakthrough,htft_bias,胜/胜;平/胜;平/负,胜/胜;平/胜;平/负,true
WC2026-C30,S06_set_piece_breakthrough,htft_bias_semantic,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,draw_ht|favorite_wins_ft;favorite_leads_ht|favorite_wins_ft;draw_ht|draw_ft,true
WC2026-C30,S06_set_piece_breakthrough,score_family,1-0;2-0;2-1;1-1,1-0;2-0;2-1;1-1,true
